observable_id,P0_a_m,R_m,field_region,frequency_hz,model,direction,E_equatorial_v_per_m,E_rms_v_per_m,E_axial_v_per_m,E_min_v_per_m,E_max_v_per_m,E_optional_conservative_v_per_m,relative_to_static_equatorial_db,deltaV_1m_min_v,deltaV_1m_max_v,interpretation
shaft_modulation_n2,3000.0,300.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.3157279810811525e-08,4.689147479984928e-08,6.631455962162305e-08,3.3157279810811525e-08,6.631455962162305e-08,1.7880071005315415e-09,-36.47817481888638,3.3157279810811525e-08,6.631455962162305e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,3000.0,300.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.2104853207207686e-08,3.126098319989952e-08,4.420970641441537e-08,2.2104853207207686e-08,4.420970641441537e-08,6.183784754618203e-10,-40.0,2.2104853207207686e-08,4.420970641441537e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,3000.0,300.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.6578639905405763e-08,2.344573739992464e-08,3.3157279810811525e-08,1.6578639905405763e-08,3.3157279810811525e-08,2.6670404614183955e-10,-42.498774732166,1.6578639905405763e-08,3.3157279810811525e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,3000.0,300.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.3262911924324612e-08,1.8756589919939712e-08,2.6525823848649224e-08,1.3262911924324612e-08,2.6525823848649224e-08,1.3104587505842967e-10,-44.43697499232712,1.3262911924324612e-08,2.6525823848649224e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,3000.0,500.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,4.77464829275686e-07,6.752372371178297e-07,9.54929658551372e-07,4.77464829275686e-07,9.54929658551372e-07,4.77464829275686e-07,0.0,4.77464829275686e-07,9.54929658551372e-07,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,3000.0,500.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.432394487827058e-08,2.0257117113534888e-08,2.864788975654116e-08,1.432394487827058e-08,2.864788975654116e-08,4.5863081287954893e-10,-30.45757490560675,1.432394487827058e-08,2.864788975654116e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,3000.0,500.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,7.16197243913529e-09,1.0128558556767444e-08,1.432394487827058e-08,7.16197243913529e-09,1.432394487827058e-08,5.51251630273442e-11,-36.47817481888638,7.16197243913529e-09,1.432394487827058e-08,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,3000.0,500.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.77464829275686e-09,6.752372371178297e-09,9.54929658551372e-09,4.77464829275686e-09,9.54929658551372e-09,1.2308900699132474e-11,-40.0,4.77464829275686e-09,9.54929658551372e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,3000.0,500.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.580986219567645e-09,5.064279278383722e-09,7.16197243913529e-09,3.580986219567645e-09,7.16197243913529e-09,3.671164338981173e-12,-42.498774732166,3.580986219567645e-09,7.16197243913529e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,3000.0,500.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.8647889756541163e-09,4.051423422706978e-09,5.729577951308233e-09,2.8647889756541163e-09,5.729577951308233e-09,1.3033670955370392e-12,-44.43697499232712,2.8647889756541163e-09,5.729577951308233e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,3000.0,1000.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,5.968310365946075e-08,8.440465463972871e-08,1.193662073189215e-07,5.968310365946075e-08,1.193662073189215e-07,5.968310365946075e-08,0.0,5.968310365946075e-08,1.193662073189215e-07,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,3000.0,1000.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.7904931097838224e-09,2.532139639191861e-09,3.580986219567645e-09,1.7904931097838224e-09,3.580986219567645e-09,1.8355821694905863e-12,-30.45757490560675,1.7904931097838224e-09,3.580986219567645e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,3000.0,1000.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,8.952465548919112e-10,1.2660698195959305e-09,1.7904931097838224e-09,8.952465548919112e-10,1.7904931097838224e-09,5.3036779054510156e-14,-36.47817481888638,8.952465548919112e-10,1.7904931097838224e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,3000.0,1000.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,5.968310365946075e-10,8.440465463972872e-10,1.193662073189215e-09,5.968310365946075e-10,1.193662073189215e-09,3.9664972981084036e-15,-40.0,5.968310365946075e-10,1.193662073189215e-09,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,3000.0,1000.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,4.476232774459556e-10,6.330349097979653e-10,8.952465548919112e-10,4.476232774459556e-10,8.952465548919112e-10,4.704516709029072e-16,-42.498774732166,4.476232774459556e-10,8.952465548919112e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,3000.0,1000.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.5809862195676454e-10,5.064279278383723e-10,7.161972439135291e-10,3.5809862195676454e-10,7.161972439135291e-10,7.412264045298393e-17,-44.43697499232712,3.5809862195676454e-10,7.161972439135291e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
UEP_result_signature_static_P0,3000.0,3000.0,far_field_R_ge_3L,0.0,baseline_quasi_static_far_field_dipole,range_equatorial_to_axial,2.210485320720769e-09,3.1260983199899524e-09,4.420970641441538e-09,2.210485320720769e-09,4.420970641441538e-09,2.210485320720769e-09,0.0,2.210485320720769e-09,4.420970641441538e-09,"UEP is treated as the resulting signature of P0=P_corr+P_SACP+P_ICCP, not as an independent additive source."
shaft_modulation_n1,3000.0,3000.0,far_field_R_ge_3L,3.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,6.631455962162307e-11,9.378294959969857e-11,1.3262911924324613e-10,6.631455962162307e-11,1.3262911924324613e-10,7.145167576691815e-20,-30.45757490560675,6.631455962162307e-11,1.3262911924324613e-10,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n2,3000.0,3000.0,far_field_R_ge_3L,6.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,3.3157279810811533e-11,4.689147479984928e-11,6.631455962162307e-11,3.3157279810811533e-11,6.631455962162307e-11,6.894175630215652e-24,-36.47817481888638,3.3157279810811533e-11,6.631455962162307e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n3,3000.0,3000.0,far_field_R_ge_3L,9.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,2.210485320720769e-11,3.1260983199899526e-11,4.420970641441538e-11,2.210485320720769e-11,4.420970641441538e-11,6.488658615918915e-27,-40.0,2.210485320720769e-11,4.420970641441538e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n4,3000.0,3000.0,far_field_R_ge_3L,12.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.6578639905405767e-11,2.344573739992464e-11,3.3157279810811533e-11,1.6578639905405767e-11,3.3157279810811533e-11,1.9246685792044785e-29,-42.498774732166,1.6578639905405767e-11,3.3157279810811533e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
shaft_modulation_n5,3000.0,3000.0,far_field_R_ge_3L,15.0,baseline_quasi_static_with_optional_conservative_diffusion,range_equatorial_to_axial,1.3262911924324613e-11,1.8756589919939716e-11,2.6525823848649226e-11,1.3262911924324613e-11,2.6525823848649226e-11,1.176206517107996e-31,-44.43697499232712,1.3262911924324613e-11,2.6525823848649226e-11,Shaft-rate line is modulation of P0. The baseline column does not include exp(-R/delta); the conservative column is sensitivity only.
